READ_NEME	REF_NAME	POS	STRAND	NUMBER_OF_ALIGNMENTS	HAMMING_DISTANCE
@D81P8DQ1:112:C1BRYACXX:8:2108:14399:76631/2	*	0	*	0	*
@D81P8DQ1:112:C1BRYACXX:8:2108:16612:46357/2	chr15:28356359-28361359	4306	+	1	0
@D81P8DQ1:112:C1BRYACXX:8:2109:4761:82999/2	*	0	*	0	*
@D81P8DQ1:112:C1BRYACXX:8:2109:7931:54886/2	chr15:28356359-28361359	1713	-	1	2
@D81P8DQ1:112:C1BRYACXX:8:2109:9934:48798/2	*	0	*	0	*
@D81P8DQ1:112:C1BRYACXX:8:2109:10870:30830/2	*	0	*	0	*
@D81P8DQ1:112:C1BRYACXX:8:2109:12296:10958/2	*	0	*	0	*
@D81P8DQ1:112:C1BRYACXX:8:2109:13256:70700/2	chr15:28356359-28361359	3150	-	1	1
@D81P8DQ1:112:C1BRYACXX:8:2109:20432:22832/2	chr15:28356359-28361359	545	+	1	1
@D81P8DQ1:112:C1BRYACXX:8:2110:7634:33994/2	chr15:28356359-28361359	2977	-	1	1
@D81P8DQ1:112:C1BRYACXX:8:2110:10340:97734/2	*	0	*	0	*
@D81P8DQ1:112:C1BRYACXX:8:2110:10469:21157/2	*	0	*	0	*
@D81P8DQ1:112:C1BRYACXX:8:2110:17363:96075/2	*	0	*	0	*
@D81P8DQ1:112:C1BRYACXX:8:2110:18907:37221/2	chr15:28356359-28361359	630	-	1	2
@D81P8DQ1:112:C1BRYACXX:8:2110:20556:63852/2	chr15:28356359-28361359	1080	-	1	1
@D81P8DQ1:112:C1BRYACXX:8:2111:10222:99893/2	*	0	*	0	*
@D81P8DQ1:112:C1BRYACXX:8:2111:12800:15381/2	*	0	*	0	*
@D81P8DQ1:112:C1BRYACXX:8:2111:14134:73262/2	*	0	*	0	*
@D81P8DQ1:112:C1BRYACXX:8:2111:20952:11028/2	*	0	*	0	*
@D81P8DQ1:112:C1BRYACXX:8:2112:1556:2227/2	*	0	*	0	*
@D81P8DQ1:112:C1BRYACXX:8:2112:10295:50677/2	*	0	*	0	*
@D81P8DQ1:112:C1BRYACXX:8:2112:13214:15407/2	*	0	*	0	*
@D81P8DQ1:112:C1BRYACXX:8:2112:15749:79697/2	*	0	*	0	*
@D81P8DQ1:112:C1BRYACXX:8:2112:20181:9322/2	*	0	*	0	*
@D81P8DQ1:112:C1BRYACXX:8:2113:4339:38286/2	*	0	*	0	*
@D81P8DQ1:112:C1BRYACXX:8:2113:10038:28268/2	*	0	*	0	*
@D81P8DQ1:112:C1BRYACXX:8:2113:10809:39099/2	*	0	*	0	*
@D81P8DQ1:112:C1BRYACXX:8:2113:12157:41482/2	*	0	*	0	*
@D81P8DQ1:112:C1BRYACXX:8:2113:14700:35774/2	*	0	*	0	*
@D81P8DQ1:112:C1BRYACXX:8:2113:16432:97952/2	*	0	*	0	*
@D81P8DQ1:112:C1BRYACXX:8:2113:19736:46829/2	*	0	*	0	*
@D81P8DQ1:112:C1BRYACXX:8:2115:15269:18198/2	*	0	*	0	*
@D81P8DQ1:112:C1BRYACXX:8:2115:20466:55189/2	*	0	*	0	*
@D81P8DQ1:112:C1BRYACXX:8:2116:1702:11689/2	chr15:28356359-28361359	535	-	1	1
@D81P8DQ1:112:C1BRYACXX:8:2116:14038:13491/2	*	0	*	0	*
@D81P8DQ1:112:C1BRYACXX:8:2116:19469:59450/2	*	0	*	0	*
@D81P8DQ1:112:C1BRYACXX:8:2201:3450:11960/2	chr15:28356359-28361359	2727	+	1	0
@D81P8DQ1:112:C1BRYACXX:8:2201:14968:70087/2	*	0	*	0	*
@D81P8DQ1:112:C1BRYACXX:8:2201:19529:79187/2	*	0	*	0	*
@D81P8DQ1:112:C1BRYACXX:8:2201:20890:78846/2	*	0	*	0	*
@D81P8DQ1:112:C1BRYACXX:8:2202:1331:87170/2	chr15:28356359-28361359	3196	+	1	0
@D81P8DQ1:112:C1BRYACXX:8:2202:9462:37304/2	chr15:28356359-28361359	2002	+	1	2
@D81P8DQ1:112:C1BRYACXX:8:2202:10363:70344/2	*	0	*	0	*
@D81P8DQ1:112:C1BRYACXX:8:2203:2313:50391/2	*	0	*	0	*
@D81P8DQ1:112:C1BRYACXX:8:2203:3420:52470/2	chr15:28356359-28361359	3803	+	1	0
@D81P8DQ1:112:C1BRYACXX:8:2203:7012:29532/2	chr15:28356359-28361359	2612	+	1	0
@D81P8DQ1:112:C1BRYACXX:8:2203:19848:91983/2	chr15:28356359-28361359	4652	-	1	2
@D81P8DQ1:112:C1BRYACXX:8:2204:9690:84209/2	chr15:28356359-28361359	2001	+	1	0
@D81P8DQ1:112:C1BRYACXX:8:2204:10668:83239/2	chr15:28356359-28361359	1860	-	1	1
@D81P8DQ1:112:C1BRYACXX:8:2204:11734:41492/2	chr15:28356359-28361359	2918	-	1	0
@D81P8DQ1:112:C1BRYACXX:8:2204:19038:27974/2	*	0	*	0	*
@D81P8DQ1:112:C1BRYACXX:8:2205:7107:23852/2	chr15:28356359-28361359	4240	-	1	0
@D81P8DQ1:112:C1BRYACXX:8:2205:7861:35149/2	*	0	*	0	*
@D81P8DQ1:112:C1BRYACXX:8:2205:15248:76023/2	chr15:28356359-28361359	3966	+	1	0
@D81P8DQ1:112:C1BRYACXX:8:2205:15370:49818/2	chr15:28356359-28361359	670	+	1	0
@D81P8DQ1:112:C1BRYACXX:8:2205:18640:26561/2	*	0	*	0	*
@D81P8DQ1:112:C1BRYACXX:8:2206:2110:10044/2	chr15:28356359-28361359	746	+	1	0
@D81P8DQ1:112:C1BRYACXX:8:2206:3128:40331/2	chr15:28356359-28361359	1151	-	1	1
@D81P8DQ1:112:C1BRYACXX:8:2206:4588:97109/2	*	0	*	0	*
@D81P8DQ1:112:C1BRYACXX:8:2206:8207:12314/2	chr15:28356359-28361359	1858	+	1	0
@D81P8DQ1:112:C1BRYACXX:8:2206:9154:16663/2	chr15:28356359-28361359	4405	-	1	0
@D81P8DQ1:112:C1BRYACXX:8:2206:16019:44888/2	chr15:28356359-28361359	3392	+	1	2
@D81P8DQ1:112:C1BRYACXX:8:2206:16536:73447/2	chr15:28356359-28361359	1446	-	1	1
@D81P8DQ1:112:C1BRYACXX:8:2206:17832:22589/2	*	0	*	0	*
@D81P8DQ1:112:C1BRYACXX:8:2206:18379:22248/2	*	0	*	0	*
@D81P8DQ1:112:C1BRYACXX:8:2207:1520:98229/2	chr15:28356359-28361359	2246	-	1	0
@D81P8DQ1:112:C1BRYACXX:8:2207:1910:19902/2	chr15:28356359-28361359	1895	-	1	1
@D81P8DQ1:112:C1BRYACXX:8:2207:2383:66379/2	chr15:28356359-28361359	824	+	1	1
@D81P8DQ1:112:C1BRYACXX:8:2207:3957:69016/2	*	0	*	0	*
@D81P8DQ1:112:C1BRYACXX:8:2207:5137:14495/2	chr15:28356359-28361359	1846	-	1	0
@D81P8DQ1:112:C1BRYACXX:8:2207:7299:67329/2	chr15:28356359-28361359	536	+	1	0
@D81P8DQ1:112:C1BRYACXX:8:2207:8374:86822/2	*	0	*	0	*
@D81P8DQ1:112:C1BRYACXX:8:2207:8873:81079/2	chr15:28356359-28361359	1864	+	1	2
@D81P8DQ1:112:C1BRYACXX:8:2207:9377:17486/2	chr15:28356359-28361359	3795	+	1	0
@D81P8DQ1:112:C1BRYACXX:8:2207:10079:76078/2	chr15:28356359-28361359	3835	-	1	0
@D81P8DQ1:112:C1BRYACXX:8:2207:14529:94194/2	chr15:28356359-28361359	4411	-	1	0
@D81P8DQ1:112:C1BRYACXX:8:2208:1651:84343/2	chr15:28356359-28361359	892	-	1	1
@D81P8DQ1:112:C1BRYACXX:8:2208:3155:18543/2	chr15:28356359-28361359	1317	+	1	0
@D81P8DQ1:112:C1BRYACXX:8:2208:3435:5354/2	chr15:28356359-28361359	3100	-	1	0
@D81P8DQ1:112:C1BRYACXX:8:2208:8152:33090/2	chr15:28356359-28361359	3210	+	1	1
@D81P8DQ1:112:C1BRYACXX:8:2208:16927:41204/2	chr15:28356359-28361359	2396	+	1	0
@D81P8DQ1:112:C1BRYACXX:8:2208:19011:89521/2	chr15:28356359-28361359	1683	-	1	0
@D81P8DQ1:112:C1BRYACXX:8:2208:20422:77208/2	chr15:28356359-28361359	3794	+	1	0
@D81P8DQ1:112:C1BRYACXX:8:2209:3470:45692/2	chr15:28356359-28361359	2407	+	1	1
@D81P8DQ1:112:C1BRYACXX:8:2209:4938:55047/2	chr15:28356359-28361359	1056	-	1	0
@D81P8DQ1:112:C1BRYACXX:8:2209:12849:96870/2	chr15:28356359-28361359	4261	-	1	0
@D81P8DQ1:112:C1BRYACXX:8:2209:13407:80264/2	chr15:28356359-28361359	953	-	1	0
@D81P8DQ1:112:C1BRYACXX:8:2209:15178:3023/2	chr15:28356359-28361359	2571	+	1	0
@D81P8DQ1:112:C1BRYACXX:8:2209:17078:80096/2	chr15:28356359-28361359	3438	-	1	0
@D81P8DQ1:112:C1BRYACXX:8:2209:17809:93320/2	chr15:28356359-28361359	3396	-	1	1
@D81P8DQ1:112:C1BRYACXX:8:2209:18507:74714/2	chr15:28356359-28361359	864	+	1	1
@D81P8DQ1:112:C1BRYACXX:8:2210:2022:98103/2	*	0	*	0	*
@D81P8DQ1:112:C1BRYACXX:8:2210:2441:76770/2	*	0	*	0	*
@D81P8DQ1:112:C1BRYACXX:8:2210:3646:82976/2	chr15:28356359-28361359	1793	+	1	0
@D81P8DQ1:112:C1BRYACXX:8:2210:19343:93016/2	chr15:28356359-28361359	247	-	1	0
@D81P8DQ1:112:C1BRYACXX:8:2210:19977:39710/2	chr15:28356359-28361359	3274	+	1	1
@D81P8DQ1:112:C1BRYACXX:8:2211:6501:39917/2	chr15:28356359-28361359	3535	+	1	0
@D81P8DQ1:112:C1BRYACXX:8:2211:7536:60959/2	chr15:28356359-28361359	275	+	1	0
@D81P8DQ1:112:C1BRYACXX:8:2211:14383:12509/2	chr15:28356359-28361359	4543	-	1	1
@D81P8DQ1:112:C1BRYACXX:8:2211:16330:97530/2	*	0	*	0	*
@D81P8DQ1:112:C1BRYACXX:8:2211:18181:5515/2	chr15:28356359-28361359	1107	+	1	0
@D81P8DQ1:112:C1BRYACXX:8:2211:19239:77560/2	chr15:28356359-28361359	3626	+	1	1
@D81P8DQ1:112:C1BRYACXX:8:2212:2448:53480/2	*	0	*	0	*
@D81P8DQ1:112:C1BRYACXX:8:2212:3301:71725/2	*	0	*	0	*
@D81P8DQ1:112:C1BRYACXX:8:2212:9075:20287/2	chr15:28356359-28361359	4706	-	1	1
@D81P8DQ1:112:C1BRYACXX:8:2212:10835:73828/2	chr15:28356359-28361359	2373	+	1	0
@D81P8DQ1:112:C1BRYACXX:8:2213:6252:9188/2	chr15:28356359-28361359	2349	-	1	2
@D81P8DQ1:112:C1BRYACXX:8:2213:6988:90907/2	chr15:28356359-28361359	3596	-	1	1
@D81P8DQ1:112:C1BRYACXX:8:2213:8191:90020/2	chr15:28356359-28361359	4342	+	1	1
@D81P8DQ1:112:C1BRYACXX:8:2213:14219:55972/2	chr15:28356359-28361359	3909	+	1	0
@D81P8DQ1:112:C1BRYACXX:8:2213:16239:87992/2	chr15:28356359-28361359	4126	+	1	2
@D81P8DQ1:112:C1BRYACXX:8:2214:6232:34439/2	chr15:28356359-28361359	410	-	1	1
@D81P8DQ1:112:C1BRYACXX:8:2214:13737:32899/2	chr15:28356359-28361359	1179	+	1	0
@D81P8DQ1:112:C1BRYACXX:8:2214:13922:79800/2	chr15:28356359-28361359	1263	+	1	0
@D81P8DQ1:112:C1BRYACXX:8:2215:7867:31803/2	*	0	*	0	*
@D81P8DQ1:112:C1BRYACXX:8:2215:12106:43476/2	chr15:28356359-28361359	2254	-	1	1
@D81P8DQ1:112:C1BRYACXX:8:2215:13561:52974/2	chr15:28356359-28361359	863	+	1	1
@D81P8DQ1:112:C1BRYACXX:8:2215:15455:28758/2	chr15:28356359-28361359	2135	+	1	2
